,overall_qual_log,total_liv_sqft_log,kitchen_qual,garage_total,bsmt_qual,year_built,year_remod/add,fireplace_qu,totrms_abvgrd,mas_vnr_area,full_bath,overall_qual_log^2,overall_qual_log total_liv_sqft_log,overall_qual_log kitchen_qual,overall_qual_log garage_total,overall_qual_log bsmt_qual,overall_qual_log year_built,overall_qual_log year_remod/add,overall_qual_log fireplace_qu,overall_qual_log totrms_abvgrd,overall_qual_log mas_vnr_area,overall_qual_log full_bath,total_liv_sqft_log^2,total_liv_sqft_log kitchen_qual,total_liv_sqft_log garage_total,total_liv_sqft_log bsmt_qual,total_liv_sqft_log year_built,total_liv_sqft_log year_remod/add,total_liv_sqft_log fireplace_qu,total_liv_sqft_log totrms_abvgrd,total_liv_sqft_log mas_vnr_area,total_liv_sqft_log full_bath,kitchen_qual^2,kitchen_qual garage_total,kitchen_qual bsmt_qual,kitchen_qual year_built,kitchen_qual year_remod/add,kitchen_qual fireplace_qu,kitchen_qual totrms_abvgrd,kitchen_qual mas_vnr_area,kitchen_qual full_bath,garage_total^2,garage_total bsmt_qual,garage_total year_built,garage_total year_remod/add,garage_total fireplace_qu,garage_total totrms_abvgrd,garage_total mas_vnr_area,garage_total full_bath,bsmt_qual^2,bsmt_qual year_built,bsmt_qual year_remod/add,bsmt_qual fireplace_qu,bsmt_qual totrms_abvgrd,bsmt_qual mas_vnr_area,bsmt_qual full_bath,year_built^2,year_built year_remod/add,year_built fireplace_qu,year_built totrms_abvgrd,year_built mas_vnr_area,year_built full_bath,year_remod/add^2,year_remod/add fireplace_qu,year_remod/add totrms_abvgrd,year_remod/add mas_vnr_area,year_remod/add full_bath,fireplace_qu^2,fireplace_qu totrms_abvgrd,fireplace_qu mas_vnr_area,fireplace_qu full_bath,totrms_abvgrd^2,totrms_abvgrd mas_vnr_area,totrms_abvgrd full_bath,mas_vnr_area^2,mas_vnr_area full_bath,full_bath^2
0,1.791759469228055,8.492080490601163,2.0,440.0,2.0,1910.0,1950.0,0.0,9.0,0.0,2.0,3.210401995568401,15.21576563248146,3.58351893845611,788.3741664603442,3.58351893845611,3422.260586225585,3493.930964994707,0.0,16.125835223052494,0.0,3.58351893845611,72.11543105884888,16.984160981202326,3736.515415864512,16.984160981202326,16219.873737048221,16559.556956672266,0.0,76.42872441541047,0.0,16.984160981202326,4.0,880.0,4.0,3820.0,3900.0,0.0,18.0,0.0,4.0,193600.0,880.0,840400.0,858000.0,0.0,3960.0,0.0,880.0,4.0,3820.0,3900.0,0.0,18.0,0.0,4.0,3648100.0,3724500.0,0.0,17190.0,0.0,3820.0,3802500.0,0.0,17550.0,0.0,3900.0,0.0,0.0,0.0,0.0,81.0,0.0,18.0,0.0,0.0,4.0
1,1.6094379124341003,8.682877107057168,3.0,1160.0,4.0,1977.0,1977.0,0.0,10.0,0.0,2.0,2.5902903939802346,13.974551605103928,4.828313737302301,1866.9479784235564,6.437751649736401,3181.8587528822163,3181.8587528822163,0.0,16.094379124341003,0.0,3.2188758248682006,75.39235485625746,26.048631321171506,10072.137444186315,34.73150842822867,17166.048040652022,17166.048040652022,0.0,86.82877107057168,0.0,17.365754214114336,9.0,3480.0,12.0,5931.0,5931.0,0.0,30.0,0.0,6.0,1345600.0,4640.0,2293320.0,2293320.0,0.0,11600.0,0.0,2320.0,16.0,7908.0,7908.0,0.0,40.0,0.0,8.0,3908529.0,3908529.0,0.0,19770.0,0.0,3954.0,3908529.0,0.0,19770.0,0.0,3954.0,0.0,0.0,0.0,0.0,100.0,0.0,20.0,0.0,0.0,4.0
2,1.9459101490553132,8.34283980427146,4.0,852.0,4.0,2006.0,2006.0,4.0,7.0,0.0,2.0,3.7865663081964716,16.234416647074475,7.783640596221253,1657.9154469951268,7.783640596221253,3903.4957590049585,3903.4957590049585,7.783640596221253,13.621371043387192,0.0,3.8918202981106265,69.60297599973624,33.37135921708584,7108.099513239284,33.37135921708584,16735.736647368547,16735.736647368547,33.37135921708584,58.399878629900215,0.0,16.68567960854292,16.0,3408.0,16.0,8024.0,8024.0,16.0,28.0,0.0,8.0,725904.0,3408.0,1709112.0,1709112.0,3408.0,5964.0,0.0,1704.0,16.0,8024.0,8024.0,16.0,28.0,0.0,8.0,4024036.0,4024036.0,8024.0,14042.0,0.0,4012.0,4024036.0,8024.0,14042.0,0.0,4012.0,16.0,28.0,0.0,8.0,49.0,0.0,14.0,0.0,0.0,4.0
3,1.6094379124341003,7.973844375944687,3.0,960.0,3.0,1923.0,2006.0,0.0,5.0,0.0,1.0,2.5902903939802346,12.833407446494808,4.828313737302301,1545.0603959367363,4.828313737302301,3094.949105610775,3228.5324523428053,0.0,8.047189562170502,0.0,1.6094379124341003,63.58219413178471,23.92153312783406,7654.8906009069,23.92153312783406,15333.702734941633,15995.531818145042,0.0,39.86922187972343,0.0,7.973844375944687,9.0,2880.0,9.0,5769.0,6018.0,0.0,15.0,0.0,3.0,921600.0,2880.0,1846080.0,1925760.0,0.0,4800.0,0.0,960.0,9.0,5769.0,6018.0,0.0,15.0,0.0,3.0,3697929.0,3857538.0,0.0,9615.0,0.0,1923.0,4024036.0,0.0,10030.0,0.0,2006.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,0.0,0.0,1.0
4,1.791759469228055,8.474494436883122,3.0,1028.0,4.0,1963.0,1963.0,4.0,6.0,247.0,1.0,3.210401995568401,15.184255654205806,5.375278407684165,1841.9287343664405,7.16703787691222,3517.223838094672,3517.223838094672,7.16703787691222,10.75055681536833,442.5645888993296,1.791759469228055,71.81705596076297,25.423483310649367,8711.780281115849,33.89797774753249,16635.43257960157,16635.43257960157,33.89797774753249,50.84696662129873,2093.200125910131,8.474494436883122,9.0,3084.0,12.0,5889.0,5889.0,12.0,18.0,741.0,3.0,1056784.0,4112.0,2017964.0,2017964.0,4112.0,6168.0,253916.0,1028.0,16.0,7852.0,7852.0,16.0,24.0,988.0,4.0,3853369.0,3853369.0,7852.0,11778.0,484861.0,1963.0,3853369.0,7852.0,11778.0,484861.0,1963.0,16.0,24.0,988.0,4.0,36.0,1482.0,6.0,61009.0,247.0,1.0
5,1.3862943611198906,8.014335737299424,3.0,286.0,3.0,1972.0,1972.0,0.0,5.0,0.0,1.0,1.9218120556728056,11.110228440739812,4.1588830833596715,396.4801872802887,4.1588830833596715,2733.7724801284244,2733.7724801284244,0.0,6.931471805599453,0.0,1.3862943611198906,64.22957731015471,24.04300721189827,2292.1000208676355,24.04300721189827,15804.270073954465,15804.270073954465,0.0,40.07167868649712,0.0,8.014335737299424,9.0,858.0,9.0,5916.0,5916.0,0.0,15.0,0.0,3.0,81796.0,858.0,563992.0,563992.0,0.0,1430.0,0.0,286.0,9.0,5916.0,5916.0,0.0,15.0,0.0,3.0,3888784.0,3888784.0,0.0,9860.0,0.0,1972.0,3888784.0,0.0,9860.0,0.0,1972.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,0.0,0.0,1.0
6,1.3862943611198906,8.024534871605695,3.0,308.0,3.0,1958.0,2006.0,0.0,5.0,0.0,1.0,1.9218120556728056,11.1243674431169,4.1588830833596715,426.9786632249263,4.1588830833596715,2714.3643590727456,2780.9064884065006,0.0,6.931471805599453,0.0,1.3862943611198906,64.39315990561583,24.073604614817086,2471.556740454554,24.073604614817086,15712.039278603952,16097.216952441024,0.0,40.122674358028476,0.0,8.024534871605695,9.0,924.0,9.0,5874.0,6018.0,0.0,15.0,0.0,3.0,94864.0,924.0,603064.0,617848.0,0.0,1540.0,0.0,308.0,9.0,5874.0,6018.0,0.0,15.0,0.0,3.0,3833764.0,3927748.0,0.0,9790.0,0.0,1958.0,4024036.0,0.0,10030.0,0.0,2006.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,0.0,0.0,1.0
7,1.6094379124341003,8.294049640102028,4.0,252.0,4.0,1977.0,1989.0,0.0,5.0,0.0,1.0,2.5902903939802346,13.348757938390609,6.437751649736401,405.57835393339326,6.437751649736401,3181.8587528822163,3201.1720078314256,0.0,8.047189562170502,0.0,1.6094379124341003,68.79125943247658,33.17619856040811,2090.100509305711,33.17619856040811,16397.336138481707,16496.864734162933,0.0,41.47024820051014,0.0,8.294049640102028,16.0,1008.0,16.0,7908.0,7956.0,0.0,20.0,0.0,4.0,63504.0,1008.0,498204.0,501228.0,0.0,1260.0,0.0,252.0,16.0,7908.0,7956.0,0.0,20.0,0.0,4.0,3908529.0,3932253.0,0.0,9885.0,0.0,1977.0,3956121.0,0.0,9945.0,0.0,1989.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,0.0,0.0,1.0
8,1.9459101490553132,8.34283980427146,4.0,1176.0,4.0,2004.0,2004.0,0.0,3.0,0.0,2.0,3.7865663081964716,16.234416647074475,7.783640596221253,2288.3903352890484,7.783640596221253,3899.6039387068477,3899.6039387068477,0.0,5.8377304471659395,0.0,3.8918202981106265,69.60297599973624,33.37135921708584,9811.179609823237,33.37135921708584,16719.050967760006,16719.050967760006,0.0,25.02851941281438,0.0,16.68567960854292,16.0,4704.0,16.0,8016.0,8016.0,0.0,12.0,0.0,8.0,1382976.0,4704.0,2356704.0,2356704.0,0.0,3528.0,0.0,2352.0,16.0,8016.0,8016.0,0.0,12.0,0.0,8.0,4016016.0,4016016.0,0.0,6012.0,0.0,4008.0,4016016.0,0.0,6012.0,0.0,4008.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,4.0
9,1.791759469228055,8.388222810119277,3.0,946.0,3.0,1977.0,1977.0,2.0,6.0,0.0,2.0,3.210401995568401,15.02967765002598,5.375278407684165,1695.00445788974,5.375278407684165,3542.3084706638647,3542.3084706638647,3.58351893845611,10.75055681536833,0.0,3.58351893845611,70.36228191220535,25.164668430357832,7935.258778372836,25.164668430357832,16583.51649560581,16583.51649560581,16.776445620238555,50.329336860715664,0.0,16.776445620238555,9.0,2838.0,9.0,5931.0,5931.0,6.0,18.0,0.0,6.0,894916.0,2838.0,1870242.0,1870242.0,1892.0,5676.0,0.0,1892.0,9.0,5931.0,5931.0,6.0,18.0,0.0,6.0,3908529.0,3908529.0,3954.0,11862.0,0.0,3954.0,3908529.0,3954.0,11862.0,0.0,3954.0,4.0,12.0,0.0,4.0,36.0,0.0,12.0,0.0,0.0,4.0
10,1.791759469228055,8.27614021955846,4.0,968.0,4.0,1991.0,1991.0,0.0,5.0,0.0,2.0,3.210401995568401,14.828852607053024,7.16703787691222,1734.4231662127572,7.16703787691222,3567.3931032330574,3567.3931032330574,0.0,8.958797346140274,0.0,3.58351893845611,68.49449693379316,33.10456087823384,8011.3037325325895,33.10456087823384,16477.795177140895,16477.795177140895,0.0,41.3807010977923,0.0,16.55228043911692,16.0,3872.0,16.0,7964.0,7964.0,0.0,20.0,0.0,8.0,937024.0,3872.0,1927288.0,1927288.0,0.0,4840.0,0.0,1936.0,16.0,7964.0,7964.0,0.0,20.0,0.0,8.0,3964081.0,3964081.0,0.0,9955.0,0.0,3982.0,3964081.0,0.0,9955.0,0.0,3982.0,0.0,0.0,0.0,0.0,25.0,0.0,10.0,0.0,0.0,4.0
11,1.791759469228055,8.045588280803528,3.0,640.0,3.0,1925.0,1992.0,0.0,5.0,0.0,1.0,3.210401995568401,14.41575898763999,5.375278407684165,1146.7260603059551,5.375278407684165,3449.136978264006,3569.1848627022855,0.0,8.958797346140274,0.0,1.791759469228055,64.73149078420307,24.136764842410585,5149.176499714258,24.136764842410585,15487.757440546791,16026.81185536063,0.0,40.22794140401764,0.0,8.045588280803528,9.0,1920.0,9.0,5775.0,5976.0,0.0,15.0,0.0,3.0,409600.0,1920.0,1232000.0,1274880.0,0.0,3200.0,0.0,640.0,9.0,5775.0,5976.0,0.0,15.0,0.0,3.0,3705625.0,3834600.0,0.0,9625.0,0.0,1925.0,3968064.0,0.0,9960.0,0.0,1992.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,0.0,0.0,1.0
12,1.791759469228055,8.322880021769905,3.0,902.0,3.0,1954.0,1954.0,3.0,5.0,0.0,1.0,3.210401995568401,14.912599090255227,5.375278407684165,1616.1670412437056,5.375278407684165,3501.0980028716194,3501.0980028716194,5.375278407684165,8.958797346140274,0.0,1.791759469228055,69.27033185677661,24.968640065309714,7507.2377796364535,24.968640065309714,16262.907562538394,16262.907562538394,24.968640065309714,41.61440010884952,0.0,8.322880021769905,9.0,2706.0,9.0,5862.0,5862.0,9.0,15.0,0.0,3.0,813604.0,2706.0,1762508.0,1762508.0,2706.0,4510.0,0.0,902.0,9.0,5862.0,5862.0,9.0,15.0,0.0,3.0,3818116.0,3818116.0,5862.0,9770.0,0.0,1954.0,3818116.0,5862.0,9770.0,0.0,1954.0,9.0,15.0,0.0,3.0,25.0,0.0,5.0,0.0,0.0,1.0
13,1.9459101490553132,8.930890984450878,3.0,3280.0,5.0,2000.0,2000.0,3.0,8.0,23.0,4.0,3.7865663081964716,17.37871140674956,5.8377304471659395,6382.585288901428,9.729550745276565,3891.8202981106265,3891.8202981106265,5.8377304471659395,15.567281192442506,44.75593342827221,7.783640596221253,79.76081377614597,26.792672953352636,29293.32242899888,44.65445492225439,17861.781968901756,17861.781968901756,26.792672953352636,71.44712787560702,205.4104926423702,35.72356393780351,9.0,9840.0,15.0,6000.0,6000.0,9.0,24.0,69.0,12.0,10758400.0,16400.0,6560000.0,6560000.0,9840.0,26240.0,75440.0,13120.0,25.0,10000.0,10000.0,15.0,40.0,115.0,20.0,4000000.0,4000000.0,6000.0,16000.0,46000.0,8000.0,4000000.0,6000.0,16000.0,46000.0,8000.0,9.0,24.0,69.0,12.0,64.0,184.0,32.0,529.0,92.0,16.0
14,1.791759469228055,8.412277021466677,3.0,240.0,3.0,1924.0,1996.0,4.0,9.0,0.0,1.0,3.210401995568401,15.072777010982495,5.375278407684165,430.0222726147332,5.375278407684165,3447.345218794778,3576.3519005791977,7.16703787691222,16.125835223052494,0.0,1.791759469228055,70.76640468589626,25.23683106440003,2018.9464851520024,25.23683106440003,16185.220989301886,16790.904934847487,33.64910808586671,75.7104931932001,0.0,8.412277021466677,9.0,720.0,9.0,5772.0,5988.0,12.0,27.0,0.0,3.0,57600.0,720.0,461760.0,479040.0,960.0,2160.0,0.0,240.0,9.0,5772.0,5988.0,12.0,27.0,0.0,3.0,3701776.0,3840304.0,7696.0,17316.0,0.0,1924.0,3984016.0,7984.0,17964.0,0.0,1996.0,16.0,36.0,0.0,4.0,81.0,0.0,9.0,0.0,0.0,1.0
15,1.6094379124341003,7.893572073504902,3.0,252.0,0.0,1957.0,2006.0,4.0,7.0,98.0,1.0,2.5902903939802346,12.704214159629842,4.828313737302301,405.57835393339326,0.0,3149.6699946335343,3228.5324523428053,6.437751649736401,11.266065387038703,157.72491541854183,1.6094379124341003,62.30848007961649,23.680716220514707,1989.1801625232354,0.0,15447.720547849094,15834.505579450833,31.57428829401961,55.25500451453432,773.5700632034805,7.893572073504902,9.0,756.0,0.0,5871.0,6018.0,12.0,21.0,294.0,3.0,63504.0,0.0,493164.0,505512.0,1008.0,1764.0,24696.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3829849.0,3925742.0,7828.0,13699.0,191786.0,1957.0,4024036.0,8024.0,14042.0,196588.0,2006.0,16.0,28.0,392.0,4.0,49.0,686.0,7.0,9604.0,98.0,1.0
16,1.791759469228055,8.377011160816375,3.0,1656.0,3.0,1940.0,1950.0,4.0,8.0,0.0,2.0,3.210401995568401,15.009589071221841,5.375278407684165,2967.153681041659,5.375278407684165,3476.0133703024267,3493.930964994707,7.16703787691222,14.33407575382444,0.0,3.58351893845611,70.1743159884421,25.131033482449126,13872.330482311916,25.131033482449126,16251.401651983768,16335.17176359193,33.5080446432655,67.016089286531,0.0,16.75402232163275,9.0,4968.0,9.0,5820.0,5850.0,12.0,24.0,0.0,6.0,2742336.0,4968.0,3212640.0,3229200.0,6624.0,13248.0,0.0,3312.0,9.0,5820.0,5850.0,12.0,24.0,0.0,6.0,3763600.0,3783000.0,7760.0,15520.0,0.0,3880.0,3802500.0,7800.0,15600.0,0.0,3900.0,16.0,32.0,0.0,8.0,64.0,0.0,16.0,0.0,0.0,4.0
17,1.6094379124341003,8.153637486385282,3.0,340.0,3.0,1956.0,1956.0,0.0,5.0,0.0,1.0,2.5902903939802346,13.122773294832353,4.828313737302301,547.2088902275941,4.828313737302301,3148.0605567211,3148.0605567211,0.0,8.047189562170502,0.0,1.6094379124341003,66.4818042593873,24.460912459155846,2772.236745370996,24.460912459155846,15948.514923369612,15948.514923369612,0.0,40.76818743192641,0.0,8.153637486385282,9.0,1020.0,9.0,5868.0,5868.0,0.0,15.0,0.0,3.0,115600.0,1020.0,665040.0,665040.0,0.0,1700.0,0.0,340.0,9.0,5868.0,5868.0,0.0,15.0,0.0,3.0,3825936.0,3825936.0,0.0,9780.0,0.0,1956.0,3825936.0,0.0,9780.0,0.0,1956.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,0.0,0.0,1.0
18,1.791759469228055,8.660773919893762,3.0,836.0,3.0,1961.0,1992.0,3.0,6.0,104.0,2.0,3.210401995568401,15.518023681813029,5.375278407684165,1497.910916274654,5.375278407684165,3513.640319156216,3569.1848627022855,5.375278407684165,10.75055681536833,186.34298479971773,3.58351893845611,75.00900489151196,25.982321759681284,7240.406997031185,25.982321759681284,16983.77765691167,17252.261648428375,25.982321759681284,51.96464351936257,900.7204876689513,17.321547839787524,9.0,2508.0,9.0,5883.0,5976.0,9.0,18.0,312.0,6.0,698896.0,2508.0,1639396.0,1665312.0,2508.0,5016.0,86944.0,1672.0,9.0,5883.0,5976.0,9.0,18.0,312.0,6.0,3845521.0,3906312.0,5883.0,11766.0,203944.0,3922.0,3968064.0,5976.0,11952.0,207168.0,3984.0,9.0,18.0,312.0,6.0,36.0,624.0,12.0,10816.0,208.0,4.0
19,2.0794415416798357,8.437283808187935,4.0,848.0,3.0,1882.0,1986.0,4.0,8.0,0.0,1.0,4.324077125263812,17.544838449688637,8.317766166719343,1763.3664273445006,6.238324625039507,3913.508981441451,4129.770901776154,8.317766166719343,16.635532333438686,0.0,2.0794415416798357,71.18775805991031,33.74913523275174,7154.816669343369,25.311851424563805,15878.968127009693,16756.44564306124,33.74913523275174,67.49827046550348,0.0,8.437283808187935,16.0,3392.0,12.0,7528.0,7944.0,16.0,32.0,0.0,4.0,719104.0,2544.0,1595936.0,1684128.0,3392.0,6784.0,0.0,848.0,9.0,5646.0,5958.0,12.0,24.0,0.0,3.0,3541924.0,3737652.0,7528.0,15056.0,0.0,1882.0,3944196.0,7944.0,15888.0,0.0,1986.0,16.0,32.0,0.0,4.0,64.0,0.0,8.0,0.0,0.0,1.0
